tweet_id,tweet_text,label
'384515622828118016',earthquake: usgs earthquake alert: m 28 - 55km n of hatillo puerto rico http://tco/fclicp4y4o,other_useful_information
'384990330962968576',usgs reports a m21 earthquake 56km sw of valdez alaska on 10/1/13 @ 10:33:11 utc http://tco/ooky9ov6vi quake,other_useful_information
'384336925617713152',osama bin laden raid exposed as a complete lie by pakistan national tv http://tco/nuqxagaq1c,not_related_or_irrelevant
'383818797448052736',@thekiranbedi media calls j&amp;k attack on peace process seeing what pakistan said last night does the attack not look calculated,not_related_or_irrelevant
'382892243641569280',earthquake in western pakistan kills 100s &amp; creates island off coast http://tco/8aapa5jxzp,injured_or_dead_people
'382850881323933696',rt@unocha pakistan: at least45 ppl hv been killed&amp;100injured following a 77earthquake in balochistan province-http://tco/i1vs2erpvo v @un,injured_or_dead_people
'383512595958730752',usgs reports a m19 earthquake 41km w of anchorage alaska on 9/27/13 @ 8:39:13 utc http://tco/qufuonvnp0 quake,other_useful_information
'383725101503356928',usgs breaking m 20 74km se of whittier alaska http://tco/olvb6ckugc pasthour 2 earthquake tsunami prayfromjapan,other_useful_information
'384805094828437504',deadly market bombing in pakistan - the age: deadly market bombing in pakistanthe agedeadly market b http://tco/8orihwzo9o pakistan,not_related_or_irrelevant
'383852368552415232',19 magnitude earthquake 84km nnw of talkeetna alaskahttp://tco/q0lbmrfnoc,other_useful_information
'383966872909004801',20 magnitude earthquake 42 km from hilo hi united stateshttp://tco/ivmzohl4el,other_useful_information
'384048769081171969',rt @karachijud: khi:we need volunteers to support our rescue teams in earthquake affected areas of balochistan pls contact at 0321274215,donation_needs_or_offers_or_volunteering_services
'383993008724516865',usgs reports a m0 earthquake 5km nw of the geysers california on 9/28/13 @ 16:32:33 utc http://tco/x0ob3jwgwk quake,other_useful_information
'383994863982616576',@worldbank @un @glblctzn what is un doing about 100000 that just became homeless (+unknown death toll) in pakistan earthquake,not_related_or_irrelevant
'384719876331302913',pti minority mpa exposed the politics of anp &amp; ppp on dead bodies: pti minority mpa exposed the http://tco/bjg64h1xdg pakistan ppp,injured_or_dead_people
'383889652022665216',rt @erummanzoor: i love pakistan &amp; ill serve it no matter what the circumstances are its my promise to you my dear great quaid http://t,sympathy_and_emotional_support
'382859147173441536',part 1/3 a mere tweet may not express my deep grief for the loss of baloch nation due to the quake yesterday balochistan earthquake,sympathy_and_emotional_support
'384526803739492353',earthquake: usgs earthquake alert: m 29 - 66km n of hatillo puerto rico http://tco/pvmvcvrt3l,other_useful_information
'384307384686219264',rt @anasmallick: parts of awaran are yet to receive earthquake relief items even after the 6th day includes nokju and malaar areas to na,donation_needs_or_offers_or_volunteering_services
'382928382721531904',rt @earthquakeau: new earthquake mw 70 near coast of southern peru: magnitude mw 70 region near coast of southern peru date http:,other_useful_information
'383679474539442177',and the earthquake death toll rises to 400 may their souls rip,injured_or_dead_people
'384074228364247040',rt @teapottony: first request of the evening earthquake @djfreshdnb @clubconcrete requests mainroom,not_related_or_irrelevant
'382813501729017856',saddened by powerful 77 magnearthquake that killed 250 people in pakistan condolences for victims&amp;families and hope for a quick recovery,injured_or_dead_people
'382856858240708608',150+ tragically died while a new island was born due to the 78 mag earthquake off the southern coast of pakistan: http://tco/oefbizf3aw,injured_or_dead_people
'384149259941322752',2013 us sumo open [earthquake (cyrus remix)] sumo power slam epic variety sport earthquake ooohh killem https://tco/2s2aripa2z,not_related_or_irrelevant
'384100089389907968',"rt @allaboutmqm: article of quaid-e-tehreek altaf hussain in express tribune ""dialogue but with whom"" pakistan mqm http://tco/ivb9d9rp",not_related_or_irrelevant
'382964275817365506',pakistan quake death toll rises to over 300 ufo4ublogasia http://tco/blhmdm41v8,injured_or_dead_people
'383677146352615424',rt @bilalf90: mqm pakistan kpk govt dispatches 13 trucks of relief goods to balochistans quake hit areas: peshawar: on th http://tco,donation_needs_or_offers_or_volunteering_services
'384707224112611328',usgs alert m 12 southern california: september 30 2013 15:35:07 gmt http://tco/kdgjrc1vui earthquake tsunami prayfromjapan,other_useful_information
'384542387369832448',rt @seismicupdate: usgs m 37 30km wnw of seeley california http://tco/i37rmzvjfw earthquake,other_useful_information
'383198497316818945',horrific tragedy rt@etribune: girl found dead on karachi beach evidence suggests she ws suffocated http://tco/asyrj2qrv9 pakistan rape,not_related_or_irrelevant
'384259990417973248',rt @anasmallick: and suddenly we all have forgotten the earthquake victims,sympathy_and_emotional_support
'384837041814786048',every time somebody try to outshine my speakers i put em back in they place earthquake,not_related_or_irrelevant
'384975671514001408',rt @us_crimes: obama with his family pakistani family killed by obamas drones uscrimes us pakistan drones http://tco/s8qk0y4eov,not_related_or_irrelevant
'384200955094257664',mb 46 - pakistan (354) 2013-09-28 19:28:02 utc earthquake ubalert http://tco/c16jozrtw5,other_useful_information
'383241996519079936',photoalbum: kkf send relief goods for balochistan earthquake victims reliefbykkf mqm pakistan http://tco/urhm4ayubh,donation_needs_or_offers_or_volunteering_services
'383624835802619904',rt @labrinthda1st: no djs just music with @bbcr1s most played songs from the past 5 years tune in from 5pm to hear if earthquake made,not_related_or_irrelevant
'383933003166003200',rt @afzaal_k: blf terrorist cheif dr allah nazr against pakistan army earthquake relief because he knows his lies are getting exposed,not_related_or_irrelevant
'382915724081373184',just felt my bed shaking earthquake wtf,other_useful_information
'383859247668547584',and again i felt it earthquake,other_useful_information
'384990917586743296',rt @latest_strike: 5-10 people killed by drones in strikes on consecutive days in pakistan as yet none of their names are known: http://,not_related_or_irrelevant
'383410461695176704',rt @live2tripoli: 400 people have died in the balochistan earthquake may god have mercy on all their souls pakistan calamity,injured_or_dead_people
'383374226150805504',cal oes &amp; @fema unveil north coast earthquake and tsunami responseplan in cascadia subduction http://tco/3x6cm0ie0t,other_useful_information
'384529330925101057',17 magnitude earthquake 12 km from el segundo ca united stateshttp://tco/q8ylml5csa,other_useful_information
'383119382026518529',rt @timesofindia: death toll from earthquake in pakistan rises to 348 more than 500 injured (ap),injured_or_dead_people
'384293423798185985',deadly blast hits peshawer pakistan dozens dead just a week after 80 christians killed in church blast http://tco/2sx2qf2fwu,injured_or_dead_people
'384919454993240064',rt @mqmunit146: pic2: prayers held for hyderabadmassacre 30th september1988 at lal qila ground azizabad karachi pakistan http://tco/wxx,sympathy_and_emotional_support
'384655336952446976',rt @aqpk: this is pakistan rt @engineers_guild: street vendor donating money to awaran earthquake relief balochistan http://tco/ldohi,donation_needs_or_offers_or_volunteering_services
'383693114365714433',rt @myrthekf: how the media covered the 1988 spitak earthquake: multimedia exhibit launches in gyumri http://tco/g0w03imgvg via @repo,other_useful_information
'384229722278068224',rt @mehrtarar: instead of focusing on what ik said/meant/implied/dreamt/imagined go 2 the real issues of pakistan: it bleedspay attentio,caution_and_advice
'383128847413428224',ch nisar: 1000 army troops on ground for relief efforts in earthquake hit areas,other_useful_information
'384119099900436480',usgs alert m 12 southern california: september 29 2013 00:48:32 gmt http://tco/mydkyyrp65 earthquake tsunami prayfromjapan,not_related_or_irrelevant
'383863435957518337',i didnt feel this one too earthquake,not_related_or_irrelevant
'383040111459700736',rt @alertnet: magnitude 7 quake strikes off coast of peru no tsunami alert some damage to homes reported http://tco/ukc5oxgq39 earthq,other_useful_information
'384582509423386624',anyone know whats happening in newzealand hope everyone is ok earthquake,sympathy_and_emotional_support
'382914193348755456',earthquake ml 40 southern iran http://tco/bfd1hfy3ek tomohonkotacom,other_useful_information
'383059166421454848',rt @mqmshahfaisal: news: kkf have dispatched three trucks loaded with relief goods for baluchistan earthquake victims reliefbykkf http:,donation_needs_or_offers_or_volunteering_services
'383571219939090432',rt @adilnajam: according to neta crawford total deaths in afghanistan about same as in pakistan big difference: in pakistan no us casu,injured_or_dead_people
'384054874729897984',rt @nishantsharma87: this island is only 4 days old men have started littering it already environment earthquake bbc http://tco/kuho,other_useful_information
'383308548538519552',rt @allaboutmqm: video: kkf send relief goods for balochistan earthquake victims reliefbykkf mqm pakistan http://tco/lfk7jh16qy,donation_needs_or_offers_or_volunteering_services
'383674716277329920',earthquake of m 49 104km nne of awaran pakistan http://tco/sgiowttwwz,other_useful_information
'383607832752705536',oxfam gears up its aid effort to help people affected by pakistan earthquake http://tco/crovt0skor,donation_needs_or_offers_or_volunteering_services
'383865953529782272',sending love to those affected by pakistan earthquake,sympathy_and_emotional_support
'384379963191099392',rt @riaztoori: depressed and sad to learn that 18 members of same family were killed today in qisakhwanibazarblast peshawar pakistan,injured_or_dead_people
'384533519264796673',rt @big_picture: the big picture: earthquake in remote pakistan -- http://tco/kfe1lopz7n earthquake pakistan photojournalism,other_useful_information
'384870330960850944',16 magnitude earthquake 3 km from avocado heights ca united stateshttp://tco/tgpus8mhjn,other_useful_information
'383173617313251328',"rt @zh_baluch: all ""baloch political parties"" &amp; all ""baloch armed group"" appeal to internationalorgs to help the victims of earthquake in",donation_needs_or_offers_or_volunteering_services
'383205577176150016',pakistan earthquake: hundreds dead in balochistan - http://tco/jclwzollyl,injured_or_dead_people
'383963383282012160',rt @zeemana: balochistan earthquake is heart breaking every single house damaged in avaran region,infrastructure_and_utilities_damage
'382829594820096000',in pictures: pakistan earthquake http://tco/jtp87he1gj,other_useful_information
'384214657105682432',rt @rabail26: oh lord rt @khalidkhan787: update: 30 including 2 women dead over 100 injured in twin bombings in qisa khawani bazar pesh,injured_or_dead_people
'384463763186778114',bbc news - pakistan explosion: dozens killed in peshawar market http://tco/jdogqpgvmm,injured_or_dead_people
'384900611671855105',rt @zameer0201: locals in awaran telling aid given by army &amp; govt is being set on fire by militants in mushkhey after once army leave,donation_needs_or_offers_or_volunteering_services
'383172900590608384',@ali_abbas_zaidi in karachi urban terrorists have merged w/ sectarian terrorists on the ground mqm anp ppp lej ttp @lovemqm pakistan,not_related_or_irrelevant
'383732847934062592',20 magnitude earthquake 71km s of tanaga volcano alaskahttp://tco/mtu9lzorqt,other_useful_information
'385012057294508032',@tbij has launched a new website to track drone deaths in pakistan &gt; http://tco/0hosrfix9j,injured_or_dead_people
'383102366511136768',rt @etenvironment: earthquake 348 people have lost their lives and more than 500 injured in balochistan - reports,injured_or_dead_people
'384419859435880448',rt @igeldard: pakistan forces transporting rations to quake-stricken area fired on 4 dead http://tco/dgwggarpaf,injured_or_dead_people
'383219357683171328',rt @shirazhassan: the death toll from 78 earthquake in balochistan pakistan rises officially to 328 http://tco/nkfjfisjis,injured_or_dead_people
'384457473609854977',rt @cbcalerts: 68 earthquake hits southwest pakistan days after another quake in same region already damaged buildings hit: http://tco,infrastructure_and_utilities_damage
'382913018046451712',a significant earthquake was reported by the usgs: m 68 - 80km ssw of acari peru,other_useful_information
'382869914253799425',rt @radiopakistan: 285 people were killed in awaran while 43 were killed in kech district due to massive earthquake http://tco/vx9wgw005c,injured_or_dead_people
'383872650797670401',rt @geonews_english: (breaking news) tremors felt in karachi larkana and quetta earthquake,other_useful_information
'383453476098818048',mt @info4disasters balochistan 77 magnitude earthquake http://tco/zds5huywbv pakistan awaran,other_useful_information
'383871343579914240',this is a new earthquake magnitude 72 aftershocks can be recorded hours later pakistan - chief meteorologist tauseef alam pakistan,other_useful_information
'383145353102381056',very sad @shabablibya over 320 people killed in pakistan earthquake thoughts and prayers with the families who lost loved ones rip rt,injured_or_dead_people
'383888470281695232',pak quetta 5militants killed in exchange of gunfire as they attacked security check-post in panjgur area of balochistan fc officials say,injured_or_dead_people
'383237754534232065',pakistan is in our thoughts as they recover from the earthquake the remoteness of affected communities highlights the need for resilience,sympathy_and_emotional_support
'383873993310081024',another earthquake of 68 magnitude,other_useful_information
'384911618167308288',earthquake m26: southern alaska http://tco/j5ukgsmlxe,other_useful_information
'383884674616918016',pakistans quake-hit area jolted my massive aftershock http://tco/zmvjlvtvm3 earthquake,other_useful_information
'384586376206770176',temblor m 28 41km n of hatillo puerto rico http://tco/fci2dyrj5p earthquake sismo,other_useful_information
'383640975362752512',rt @ina2810: awaran earthquake forces committed to help people nation supporting soldiers trolls and sick mafia finding faults @hsaq,donation_needs_or_offers_or_volunteering_services
'384564148832452608',usgs m 67 81km ne of lesperance rock new zealand: monday september 30 2013 05:55:54 utcsunda http://tco/fyqgn50va9 earthquake,other_useful_information
'383040667078770689',rt @wrycatcher47: pakistan earthquake was so powerful it created a new island http://tco/94hlqnnjxu,other_useful_information
'384065159804616704',"article of quaid-e-tehreek altaf hussain in express tribune ""dialogue but with whom"" pakistan mqm http://tco/hr5ydscenx",not_related_or_irrelevant
'383181970903031808',drhafeezurrehmanpresident alkhidmat reached awaraan with rescueteamthe most quake-affected area&amp; moving more deep in town balochistan,other_useful_information
'383647920999768064',ttp r terrorists who r not stakeholders in pakistan &amp; r not fighting a foreign invasion they have killed over 40000 innocent pakistanis,not_related_or_irrelevant
'383292670409326592',the immensity of destruction the crisis in haiti: an assessment earthquake cabconverg peacebuilding http://tco/ytvlpqugxi,other_useful_information
'383597824882905088',rt @shumail_z: need ration bags for earthquake affectees urgently team pakistan youth alliance leaving for awaraan and malaar early in th,donation_needs_or_offers_or_volunteering_services
'382850470370234369',a new island was created near pakistan after an earthquake semalam this is awesome but at the same time freaky ;( pakistan,other_useful_information
'384519971125985280',rt @mansoorgeonews: the helpless indian prime minster only matches the powerless pakistani president in terms of balance of protocol india,not_related_or_irrelevant
'384256853862932480',new major earthquake rocks southwest pakistan pakistan http://tco/a5lovvljfi,other_useful_information
'384789053230440448',rt @officialmqm: pic3: prayers held for pakka qila hyderabadmassacre at lal qila ground 90 karachi pakistan http://tco/aaefo4iyfj,sympathy_and_emotional_support
'384089715743260672',usgs breaking m 48 221km nw of saumlaki indonesia http://tco/kk9affqp36 pasthour 48 earthquake tsunami prayfromjapan,other_useful_information
'384245822935678976',rt @senator_baloch: balochistan death destruction and guns earthquake awaran http://tco/4ztzaalurk,injured_or_dead_people
'382930417776861184',nytimes: toll in pakistani earthquake rises past 300 http://tco/6rtw6nvkzs,injured_or_dead_people
'384062499265314816',25 magnitude earthquake 15 km from hollister ca united stateshttp://tco/rfxffoei8l,other_useful_information
'383097657759395840',pakistan scrambles to reach earthquake victims http://tco/qmtfzizjhd aljazeera,injured_or_dead_people
'383080132895707137',rt @adnanrasool: here is an idea instead of whining about non issuescan we all focus on just the balochistan earthquake for next 2 day,sympathy_and_emotional_support
'383268788067516417',rt @senator_baloch: islamabads persistent close door policy disallowing intl aid agencies to rescue relief &amp; rehabilitate earthquake,other_useful_information
'383553088155418625',rt @baloch_istan: dr maliks national party &amp; its student wing bso(pajjar) involve in rescue work from day one earthquake balochistan m,donation_needs_or_offers_or_volunteering_services
'382848654735720448',rt @malicemagic: bureau of investigative journalism launches major project: naming the dead in pakistan dronestrikes http://tco/kiehg,not_related_or_irrelevant
'383029860593328128',rt @aqpk: bla terrorists active in balochistan to stop pakmilitary doctors/engineers from helping earthquake victims,injured_or_dead_people
'383768214351523842',earthquake m 33 168km ssw of amatignak island alaska: friday september 27 2013 22:32:37 utcsaturday sep http://tco/iljqprkvlf,other_useful_information
'384250301987192832',pakistan: deadly bomb blast kills dozens in peshawar theguardiancom worldnews news taliban,injured_or_dead_people
'383798232515506178',meanwhile in pakistan a devastating earthquake has taken over 500 liveshelp out by donating to baloch cms fund http://tco/3lbkoljg3y,injured_or_dead_people
'383125061621665792',usgs reports a m14 earthquake 41km ne of sutton-alpine alaska on 9/26/13 @ 6:58:32 utc http://tco/pasorijj80 quake,other_useful_information
'383654558217805824',rt @ajmaljami: in order to help earthquake affected people please do contact at 111-157-157 (ndma) - ndma chairman maj gen syed aleem,other_useful_information
'384967610917326848',rt @wasayjalil: is this my country we dreamed4 why v r afraid2take action 4these bds whereishumanity kpk pakistan http://tco/6qkuxok,not_related_or_irrelevant
'383247089599537152',while nation is busy in helping earthquake victims taliban khan is busy in developing his allys distribution network ttpoffices pti,donation_needs_or_offers_or_volunteering_services
'384904387396501505',earthquake: m 21 central alaska http://tco/i04ugl5czl,other_useful_information
'384316672665849856',52 magnitude earthquake 290km ese of vostok russiahttp://tco/z6g2sabxjg,other_useful_information
'383942955964583936',rt @kamalfaridi: female pillion-rider killed by unknown assailants in lahore - news tribe: geo news pakistanfemale p http://tco/nczj3l,not_related_or_irrelevant
'383349913196589056',"rt @saamzad: balochistanquake: an island has emerged in gwadar on ""paddi-zer"" side balochistan earthquake http://tco/2hrnajdwh8",other_useful_information
'383316175087992832',rt @pti_fata: just wondering if (god forbid) earthquake had hit punjab instead of balochistan would nawaz sharif still have continued his,not_related_or_irrelevant
'383870633655812096',"""it was not an aftershock it was an independent earthquake"" zahid rafi director of the national seismic centre of pakistan earthquake",other_useful_information
'383788918421737472',usgs reports a m17 earthquake 38km e of cantwell alaska on 9/28/13 @ 2:53:21 utc http://tco/jjpfo0fvmc quake,other_useful_information
'384837531042205696',rt @druidlassy: @un @hrw balochistan: awaran needs international assistance http://tco/pe4oblidtv balochistanearthquake victims still w,donation_needs_or_offers_or_volunteering_services
'382840042198028290',earthquake in pakistan - at least 327 killed and 400 injured - deadliest earthquake since october 2011 - http://tco/s56mfv2usv,injured_or_dead_people
'383990848368553984',pakistannews china sends relief goods for quake victims: http://tco/mip18gfc17,donation_needs_or_offers_or_volunteering_services
'382937561850593280',rt @newsweekpak: seismologist says quake island will disappear over time balochistan gwadar http://tco/lhw10ihlsc,other_useful_information
'383265124959535104',earthquake in balochistan for details watch pakistanat9 now on capitaltv,other_useful_information
'383100258940493824',earthquake update:more than 300 lost their life in earth quake plz pray for their souls allah un sab ko jannat mn aala maqam ata farmaye,injured_or_dead_people
'384951063565967360',usgs alert m 14 northern alaska: october 01 2013 07:48:00 gmt http://tco/ohfnpeggs4 earthquake tsunami prayfromjapan,not_related_or_irrelevant
'384914396033458176',20 magnitude earthquake 83km n of manley hot springs alaskahttp://tco/oxuj6oliop,other_useful_information
'383138315639468032',while earthquake effected areas of balochistan yearn for relief but militants continue to target military helicopters with rockets,donation_needs_or_offers_or_volunteering_services
'383911304723189760',rt @veengasj: awaran needs help and ruling party pmlns performance is not gud even pm nawazsharif ignored balochistans situation at,other_useful_information
'385034162303823872',rt @aamirsaeed313: amazing that ttps facebook page is active in pakistan while pta has blocked our page zaidhamidexposition,not_related_or_irrelevant
'383874466289164289',earthquake in sindh and balochistan: some of the cities were tremors were felt are karachi l http://tco/hbaukw1ahb pakistan sindh,other_useful_information
'384943499063623680',container damaged in firing mustang quetta traffic - see more at http://tco/i5eqcruj91,not_related_or_irrelevant
'383421976213078016',150 trucks carrying supplies for balochistan earthquake victims stopped by pakistan securityforces- localngo-spo @tarekfatah @druidlassy,donation_needs_or_offers_or_volunteering_services
'383255300620304384',pic-16 kkf send relief goods for balochistan earthquake victims reliefbykkf mqm pakistan http://tco/m5ce93jwk5,donation_needs_or_offers_or_volunteering_services
'383873820915806209',rt @meher_j: @afp @ap @unesco @unicef just in: death toll in balochistan expctd to reach 50 100 injuries reported balochistanearthqua,injured_or_dead_people
'382899575553413120',teachable moment - magnitude 77 earthquake in pakistan http://tco/b5q7emfgsq earthquake iris pakistan,other_useful_information
'383833446872657920',the destruction in labach a village in awaran district 3 ppl were killed and 52 injured http://tco/fbtw0iffda,injured_or_dead_people
'384768881413599232',rt @hennah_baloch: found helicopters hovering above but none reached the ground for help where many are still waiting for food and shelter,donation_needs_or_offers_or_volunteering_services
'382884719957778432',rt @faisalmahmood99: kkf send relief goods for balochistan earthquake victims reliefbykkf mqm http://tco/pzb8s8wynh,donation_needs_or_offers_or_volunteering_services
'384794485974384640',sooooon some major early support on this one :) diplo djfresh earthquake twerk 100 djsnake http://tco/24xhtsb81q,not_related_or_irrelevant
'384941292209582080',earthquake victims flown from kech and quetta are also being treated in govts lyari general hospital karachi,displaced_people_and_evacuations
'383374878294179840',two teenage girls killed rape suspected http://tco/95e8h4sqgz pakistan,not_related_or_irrelevant
'383256159739584513',pic-22 kkf send relief goods for balochistan earthquake victims reliefbykkf mqm pakistan http://tco/b4vxu2mgu6,donation_needs_or_offers_or_volunteering_services
'383444080945930240',rt @etribune: (news) scale of damages: nearly all of mashkai town flattened say survivors http://tco/eswmfwvess balochistan earthquake,infrastructure_and_utilities_damage
'383081653049913345',earthquake: m 48 - atlantic ocean - north greenland [kujalleq] prins christians sund: preliminary earthquake http://tco/5cytyjwwy2,other_useful_information
'383329995260563457',rt @intprofessor: @gfarooqi women victims of earthquake are more needy female volunteers needed in awaran http://tco/kacjsvtfxk,donation_needs_or_offers_or_volunteering_services
'383903310811758592',rt @jud_cyberteam: appeal for donation judreleif earthquake awaran http://tco/tdrfpprp4p,donation_needs_or_offers_or_volunteering_services
'384813004618883074',september 30 1988 more than 250 innocent people were shot dead in 5 minutes hyderabadmassacre pakistan @imransiddiquie,injured_or_dead_people
'383138602198122496',@wsj: photos of the island that appeared after powerful pakistan earthquake: http://tco/gxselv3lej asia,other_useful_information
'383152388560789504',island emerges after pakistan earthquake http://tco/h5uuf9z4dv via @wsj,other_useful_information
'383254044921167872',pic-10 kkf send relief goods for balochistan earthquake victims reliefbykkf mqm pakistan http://tco/y7ehsxagfx,donation_needs_or_offers_or_volunteering_services
'384789762470858752',remember dr tuq when he said vote4none well indias sc will add this box on the ballot paper wakeuppakistan risepakistan pakistan,not_related_or_irrelevant
'382956922174844928',pakvotes home news national govt capable of dealing with situation in quake affected - associat http://tco/el53ddqpgb pakistan,other_useful_information
'384022721791004672',also let us not forget the victims of earthquakes in pakistan we all are thinking of the survivors and their rescuers,sympathy_and_emotional_support
'383530345624129536',150 trucks carrying supplies for balochistan earthquake victims stopped by pakistan securityforces- localngo-spo @bbcworld @ajenglish,donation_needs_or_offers_or_volunteering_services
'383058255985270784',rip to all those lost in the massive earthquake in pakistan you will be remembered by a new island tosoon,sympathy_and_emotional_support
'383304151977168896',baloch govt with aid from federal/other provincial govts &amp; army struggling hard to provide relief but lot need to be done still awaran,donation_needs_or_offers_or_volunteering_services
'383334987137028096',rt @shakeout: shakeouttip: get earthquake alerts from the @usgs and preparedness tips - all via the @redcross earthquake app: http://tco,other_useful_information
'382924141810024449',college of charleston professor says pakistan earthquake was felt in south carolina http://tco/yxyyszsvl6 chsnews scnews pakistan,other_useful_information
'383972278377385984',@zameer0201 @roghanisaud @zarrarkhuhro awaran earthquake its reality,not_related_or_irrelevant
'383259000802140160',rt @reliefweb: micromappers launched for pakistan earthquake response - join to help the efforts: http://tco/um8ziyukgd v @patrickmeier,donation_needs_or_offers_or_volunteering_services
'382845580101160960',may allah give us strength to bear the loss of lives because of the earthquake in balochistan pakistan yall are worth our prayers,sympathy_and_emotional_support
'384269866015813632',@senator_baloch its decent to keep that aside/recognize the quick response of pakmilitary to balochistan earthquake despite bla attacks,other_useful_information
'383256800826388480',pic-25 kkf send relief goods for balochistan earthquake victims reliefbykkf mqm pakistan http://tco/lx9c4w1gsi,donation_needs_or_offers_or_volunteering_services
'384383832037662720',rt @officialmqm: pic8: kkf send relief goods for balochistan earthquake victims reliefbykkf mqm http://tco/u9wxrphs44,donation_needs_or_offers_or_volunteering_services
'383237752516382722',rt @equakea: earthquake: m 13 central alaska http://tco/jzxmv08oyq,other_useful_information
'383317795326668800',rt @mmatalpur: dgkhan students collecting donations for balochistan quakeaffectedpeople near pressclub removed by police&amp;agencies @bbc,donation_needs_or_offers_or_volunteering_services
'384889997813231616',innovation calypso technology said that the australian securities exchange (asx) has cleared its fi http://tco/4qvlvmee76 pakistan,not_related_or_irrelevant
'383604990721683456',rt @ajmaljami: --&gt; rt @dunyanetwork: cm punjab punjab govt donate rs 100m to prime ministers balochistan earthquake relief fund pakis,donation_needs_or_offers_or_volunteering_services
'383658847673389056',earthquake m 28 alaska peninsula: september 27 2013 01:12:31 gmt http://tco/spi4poo7vk,other_useful_information
'383950504948432896',rt @earthquakeau: new earthquake pastday m 31 virgin islands region http://tco/k0jardgort,other_useful_information
'383064916698992640',earthquake: m 44 - north-america united states [alaska] port alexander: preliminary earthquake report: da http://tco/6m9kwqdo3i,other_useful_information
'382854405717901315',@farrukhkpitafi pakistan: nawaz blundered by going against kayanis warning not to adopt a surrender strategy http://tco/cnlpj4osxa,not_related_or_irrelevant
'382850243190345728',deputy speaker balochistan assembly abdul qudoos bizenjo says 1000 died in earthquake 40k houses damaged 300k people affected,injured_or_dead_people
'383927059132997632',rt @baahirezaman: 12 confirmed dead many injured because of todays earthquake in mashkay - govt of balochistan,injured_or_dead_people
'384084379036688384',earthquake m 28 central alaska: september 28 2013 22:26:21 gmt http://tco/um2nkjs2b4,other_useful_information
'383343339728146432',rt @noisavioursday: the aids pandemic was killing 5000 zimbabweans a week: http://tco/bol1wdsuju zimbabwe indonesia pakistan lahore,injured_or_dead_people
'384349320142532608',rt @mqmtelevision: ttp issued video of attack that killed major sanaullah and other pak army officers peshawarbleeds pakistan http://tc,not_related_or_irrelevant
