tweet_text,Time,origin_long,origin_lat,latitude,longitude
"MD 3.0 (139 min ago)
7km 19.08°N 67.19°W
Oct 30, 2019 09:25:36 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.08,-67.19
"MD 2.8 (241 min ago)
34km 19.03°N 67.08°W
Oct 30, 2019 01:50:25 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.03,-67.08
"MD 2.5 (250 min ago)
26km 19.12°N 67.13°W
Oct 30, 2019 01:41:19 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.12,-67.13
"MD 3.7 (99 min ago)
23km 19.12°N 67.13°W
Oct 30, 2019 02:18:24 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.12,-67.13
"MD 2.9 (27 min ago)
10km 19.13°N 67.11°W
Oct 29, 2019 23:17:36 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.13,-67.11
"Md 2.88 earthquake (reviewed) occured at 2019-10-29T23:17:36 UTC, 69km N of Isabela, Puerto Rico https://t.co/StR1ZLXo9Q",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.127,-67.1111
"MD 3.0 (197 min ago)
10km 19.14°N 67.20°W
Oct 29, 2019 18:38:02 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.14,-67.2
"MD 2.7 (238 min ago)
10km 19.14°N 67.19°W
Oct 29, 2019 17:56:59 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.14,-67.19
"MD 2.7 (249 min ago)
10km 19.12°N 67.25°W
Oct 29, 2019 17:45:49 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.12,-67.25
"Md 3.4 earthquake (reviewed) occured at 2019-10-28T16:29:46 UTC, 68km N of Isabela, Puerto Rico https://t.co/5Bijvlayd1",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.0873,-67.223
"USGS reports a M3.4 #earthquake 67km N of San Antonio, Puerto Rico on 10/28/19 @ 16:29:46 UTC https://t.co/eR6cE62xsH #quake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.0873,-67.223
"MD 3.4 (27 min ago)
7km 19.09°N 67.22°W
Oct 28, 2019 16:29:46 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.09,-67.22
"Md 3.4 earthquake (reviewed) occured at 2019-10-28T16:29:46 UTC, 67km N of San Antonio, Puerto Rico https://t.co/5Bijvlayd1",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.0873,-67.223
"MD 2.8 (93 min ago)
12km 19.13°N 67.30°W
Oct 28, 2019 05:19:43 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.13,-67.3
"MD 2.8 (224 min ago)
79km 19.05°N 67.11°W
Oct 28, 2019 02:21:18 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.05,-67.11
"MD 2.6 (302 min ago)
10km 19.08°N 67.43°W
Oct 27, 2019 16:09:08 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.08,-67.43
"Md 3.17 earthquake (reviewed) occured at 2019-10-27T19:59:13 UTC, 65km NNW of San Antonio, Puerto Rico https://t.co/NJDiVGNCrZ",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.0841,-67.2721
"MD 3.2 (20 min ago)
10km 19.08°N 67.27°W
Oct 27, 2019 19:59:13 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.08,-67.27
"USGS reports a M3.17 #earthquake 68km NNW of San Antonio, Puerto Rico on 10/27/19 @ 19:59:13 UTC https://t.co/SQez8SVZ0s #quake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.0841,-67.2721
"Md 3.17 earthquake (reviewed) occured at 2019-10-27T19:59:13 UTC, 68km NNW of San Antonio, Puerto Rico https://t.co/NJDiVGNCrZ",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.0841,-67.2721
"MD 2.5 (288 min ago)
24km 19.10°N 67.20°W
Oct 27, 2019 14:19:10 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.1,-67.2
"MD 3.1 (315 min ago)
10km 19.04°N 67.28°W
Oct 27, 2019 13:51:41 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.04,-67.28
"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:48:41 UTC, 72km NNW of Isabela, Puerto Rico https://t.co/a1WsEAgkR1",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.1418,-67.1595
"Mb 4.4 earthquake (reviewed) occured at 2019-10-27T13:29:47 UTC, 70km N of San Antonio, Puerto Rico https://t.co/ufStrYdaXE",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.123,-67.2026
"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:48:42 UTC, 70km NNW of Isabela, Puerto Rico https://t.co/a1WsEAgkR1",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.1269,-67.1668
"Ml 4.3 earthquake (REVIEWED) occured at 2019-10-27T13:48:44 UTC, 61km NNW of San Antonio, Puerto Rico https://t.co/Tw5LrYxqkp",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.028,-67.24
"USGS reports a M4.3 #earthquake 61km NNW of San Antonio, Puerto Rico on 10/27/19 @ 13:48:44 UTC https://t.co/rDlvUyP8Ba #quake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.028,-67.24
"4.3 earthquake, 61km NNW of San Antonio, Puerto Rico. 2019-10-27 09:48:44 at epicenter (6m ago, depth 22km). https://t.co/MG7UejZYga",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.028,-67.24
"USGS reports a M4.5 #earthquake 68km NNW of San Antonio, Puerto Rico on 10/27/19 @ 13:29:48 UTC https://t.co/Jtire27sAn #quake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.0976,-67.2312
"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:29:48 UTC, 64km NNW of Isabela, Puerto Rico https://t.co/ufStrYdaXE",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.0976,-67.2312
"4.4 earthquake, 64km NNW of Isabela, Puerto Rico. 2019-10-27 09:29:50 at epicenter (6m ago, depth 33km). https://t.co/Db2PUrWiR1",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.068,-67.182
"4.4 earthquake, 64km NNW of Isabela, Puerto Rico. 2019-10-27 09:29:50 at epicenter (6m ago, depth 33km). https://t.co/0UdY7jIJkt",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.068,-67.182
"Ml 4.4 earthquake (REVIEWED) occured at 2019-10-27T13:29:50 UTC, 64km NNW of Isabela, Puerto Rico https://t.co/S705X5RO5X",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.068,-67.182
"MD 2.6 (150 min ago)
10km 19.10°N 67.24°W
Oct 26, 2019 20:57:23 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.1,-67.24
"MD 2.9 (75 min ago)
28km 19.06°N 67.15°W
Oct 25, 2019 14:24:16 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.06,-67.15
"MD 2.6 (230 min ago)
13km 19.08°N 67.25°W
Oct 24, 2019 08:11:09 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.08,-67.25
"MD 2.7 (303 min ago)
39km 19.13°N 67.28°W
Oct 24, 2019 04:04:18 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.13,-67.28
"MD 2.5 (348 min ago)
8km 19.05°N 67.20°W
Oct 24, 2019 03:18:40 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.05,-67.2
"MD 3.0 (35 min ago)
7km 19.14°N 67.17°W
Oct 24, 2019 05:45:42 UTC
#earthquake",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.14,-67.17
"Md 2.97 earthquake (reviewed) occured at 2019-10-24T05:45:42 UTC, 72km NNW of Isabela, Puerto Rico https://t.co/XVr5m46z58",2019-10-31T16:29:12.110Z,-67.2236,19.0736,19.1416,-67.1671
"3.4 magnitude #earthquake. 37 km from #Nome, AK, United States https://t.co/n8ZIQDgmbE",2019-10-31T15:48:22.375Z,-165.4622,64.8284,64.828,-165.462
"Ml 3.4 earthquake (automatic) occured at 2019-10-31T15:48:22 UTC, 36km N of Nome, Alaska https://t.co/xrSdvRQUnV",2019-10-31T15:48:22.375Z,-165.4622,64.8284,64.8284,-165.4622
"Alaska, United States of America
ML 3.4 (17 min ago)
4km 64.83°N 165.46°W
Oct 31, 2019 15:48:22 UTC
#earthquake https://t.co/LBTNjXKW1L",2019-10-31T15:48:22.375Z,-165.4622,64.8284,64.83,-165.46
"USGS reports a M3.4 #earthquake 36km N of Nome, Alaska on 10/31/19 @ 15:48:22 UTC https://t.co/uYfXZ13yWz #quake",2019-10-31T15:48:22.375Z,-165.4622,64.8284,64.8284,-165.4622
"Mb 4.9 earthquake (reviewed) occured at 2019-10-31T15:43:59 UTC, 48km SSW of Bandar-e Lengeh, Iran https://t.co/CnswooX7C2",2019-10-31T15:43:59.693Z,54.6918,26.1558,26.1558,54.6918
"Mb 4.9 earthquake (reviewed) occured at 2019-10-31T15:43:59 UTC, 48km SSW of Bandar-e Lengeh, Iran https://t.co/CnswooFwds",2019-10-31T15:43:59.693Z,54.6918,26.1558,26.1558,54.6918
"USGS reports a M4.9 #earthquake 48km SSW of Bandar-e Lengeh, Iran on 10/31/19 @ 15:43:59 UTC https://t.co/IJhIR4vWAs #quake",2019-10-31T15:43:59.693Z,54.6918,26.1558,26.1558,54.6918
"M4.9 SOUTHERN IRAN Depth 10.0km Oct 31, 2019 15:43:59 UTC, Oct 31, 2019 19:13:59 at epicenter https://t.co/NxMhVQuxDR",2019-10-31T15:43:59.693Z,54.6918,26.1558,26.1558,54.6918
"【M4.9】SOUTHERN IRAN 10.0km 2019/11/01 00:43:59JST, 2019/10/31 15:43:59UTC
(G)https://t.co/QGovFyLohI (USGS)https://t.co/RRcS9CkoGb",2019-10-31T15:43:59.693Z,54.6918,26.1558,26.1558,54.6918
"4.9 earthquake, 48km SSW of Bandar-e Lengeh, Iran. 2019-10-31 19:43:59 at epicenter (21m ago, depth 10km). https://t.co/io0YGH1Uny",2019-10-31T15:43:59.693Z,54.6918,26.1558,26.1558,54.6918
"5.1 magnitude #earthquake. 67 km from #Gizo, Western Province, Solomon Islands https://t.co/6NyZtDCjqJ",2019-10-31T12:54:22.942Z,156.8106,-7.4997,-7.5,156.811
"5.1 earthquake, 66km N of Gizo, Solomon Islands. 2019-10-31 23:54:22 at epicenter (17m ago, depth 403km). https://t.co/GhOVUe6HYQ",2019-10-31T12:54:22.942Z,156.8106,-7.4997,-7.4997,156.8106
"Mb 5.1 earthquake (reviewed) occured at 2019-10-31T12:54:22 UTC, 66km N of Gizo, Solomon Islands https://t.co/0I0kAFYOgS",2019-10-31T12:54:22.942Z,156.8106,-7.4997,-7.4997,156.8106
"M5.1 SOLOMON ISLANDS Depth 403.1km Oct 31, 2019 12:54:22 UTC, Oct 31, 2019 23:54:22 at epicenter https://t.co/QLNg71W1kb",2019-10-31T12:54:22.942Z,156.8106,-7.4997,-7.4997,156.8106
"【M5.1】SOLOMON ISLANDS 403.1km 2019/10/31 21:54:22JST, 2019/10/31 12:54:22UTC
(G)https://t.co/AZ2IOR8Tqa (USGS)https://t.co/r9RcqX4eS2",2019-10-31T12:54:22.942Z,156.8106,-7.4997,-7.4997,156.8106
"USGS reports a M5.1 #earthquake 66km N of Gizo, Solomon Islands on 10/31/19 @ 12:54:22 UTC https://t.co/8m0ZUUheHB #quake",2019-10-31T12:54:22.942Z,156.8106,-7.4997,-7.4997,156.8106
"A 5.1 magnitude earthquake occurred 41.01mi N of Gizo, Solomon Islands. Details: https://t.co/nSTFsEZO0A Map: https://t.co/GbjK5RONoq",2019-10-31T12:54:22.942Z,156.8106,-7.4997,-7.4997,156.8106
"Western Province, Solomon Islands
M 4.7 (11 min ago)
412km 7.49°S 156.77°E
Oct 31, 2019 12:54:23 UTC
#earthquake https://t.co/GZyKV1NXsl",2019-10-31T12:54:22.942Z,156.8106,-7.4997,-7.49,156.77
"California, United States of America
ML 3.4 (4 min ago)
29km 40.31°N 124.24°W
Oct 31, 2019 12:46:55 UTC
#earthquake https://t.co/95qhfzrJiA",2019-10-31T12:46:55.130Z,-124.23716740000002,40.3144989,40.31,-124.24
"Minor 3.43 earthquake: 05:46:55 on 10/31. Loc: 2.5mi ESE of Petrolia, CA. Depth: 18.0 mi https://t.co/FFq1nDdYv3",2019-10-31T12:46:55.130Z,-124.23716740000002,40.3144989,40.3144989,-124.2371674
"Ml 3.43 earthquake (automatic) occured at 2019-10-31T12:46:55 UTC, 4km ESE of Petrolia, CA https://t.co/epBvxttJ3G",2019-10-31T12:46:55.130Z,-124.23716740000002,40.3144989,40.3144989,-124.2371674
"USGS reports a M1.19 #earthquake 56km E of Lima, Montana on 10/31/19 @ 14:34:52 UTC https://t.co/aWoolP0Cak #quake",2019-10-31T12:38:50.360Z,-111.8911667,44.6671667,44.6781667,-111.8873333
"1.6 magnitude #earthquake. 62 km from West Yellowstone, #MT, United States https://t.co/90Gk4LS5sD",2019-10-31T12:38:50.360Z,-111.8911667,44.6671667,44.684,-111.882
"2.2 magnitude #earthquake. 62 km from West Yellowstone, #MT, United States https://t.co/3cdlBtbEPn",2019-10-31T12:38:50.360Z,-111.8911667,44.6671667,44.677,-111.884
"Montana, United States of America
ML 2.2 (78 min ago)
9km 44.68°N 111.88°W
Oct 31, 2019 13:49:05 UTC
#earthquake",2019-10-31T12:38:50.360Z,-111.8911667,44.6671667,44.68,-111.88
"1.8 magnitude #earthquake. 62 km from West Yellowstone, MT, #UnitedStates https://t.co/ISXa0Z2LFX",2019-10-31T12:38:50.360Z,-111.8911667,44.6671667,44.682,-111.883
"Montana, United States of America
ML 3.1 (126 min ago)
10km 44.67°N 111.89°W
Oct 31, 2019 12:38:50 UTC
#earthquake https://t.co/OpJRJoMEfb",2019-10-31T12:38:50.360Z,-111.8911667,44.6671667,44.67,-111.89
"3.1 magnitude #earthquake. 61 km from Dubois, #ID, United States https://t.co/iPRbjPj32x",2019-10-31T12:38:50.360Z,-111.8911667,44.6671667,44.667,-111.891
"2.8 magnitude #earthquake. 58 km from Dubois, #ID, United States https://t.co/Z9Iun6veMv",2019-10-31T12:38:50.360Z,-111.8911667,44.6671667,44.65,-111.936
"Montana, United States of America
ML 2.8 (51 min ago)
5km 44.65°N 111.94°W
Oct 31, 2019 12:13:39 UTC
#earthquake",2019-10-31T12:38:50.360Z,-111.8911667,44.6671667,44.65,-111.94
"Ml 2.8 earthquake (reviewed) occured at 2019-10-31T12:13:39 UTC, 52km E of Lima, Montana https://t.co/DOzi4ipl3k",2019-10-31T12:38:50.360Z,-111.8911667,44.6671667,44.6502,-111.9359
"USGS reports a M2.8 #earthquake 52km E of Lima, Montana on 10/31/19 @ 12:13:39 UTC https://t.co/34FlR6YfFK #quake",2019-10-31T12:38:50.360Z,-111.8911667,44.6671667,44.6502,-111.9359
"USGS reports a M1.19 #earthquake 56km E of Lima, Montana on 10/31/19 @ 14:34:52 UTC https://t.co/aWoolP0Cak #quake",2019-10-31T12:13:39.409Z,-111.9359,44.6502,44.6781667,-111.8873333
"1.6 magnitude #earthquake. 62 km from West Yellowstone, #MT, United States https://t.co/90Gk4LS5sD",2019-10-31T12:13:39.409Z,-111.9359,44.6502,44.684,-111.882
"2.2 magnitude #earthquake. 62 km from West Yellowstone, #MT, United States https://t.co/3cdlBtbEPn",2019-10-31T12:13:39.409Z,-111.9359,44.6502,44.677,-111.884
"Montana, United States of America
ML 2.2 (78 min ago)
9km 44.68°N 111.88°W
Oct 31, 2019 13:49:05 UTC
#earthquake",2019-10-31T12:13:39.409Z,-111.9359,44.6502,44.68,-111.88
"1.8 magnitude #earthquake. 62 km from West Yellowstone, MT, #UnitedStates https://t.co/ISXa0Z2LFX",2019-10-31T12:13:39.409Z,-111.9359,44.6502,44.682,-111.883
"Montana, United States of America
ML 3.1 (126 min ago)
10km 44.67°N 111.89°W
Oct 31, 2019 12:38:50 UTC
#earthquake https://t.co/OpJRJoMEfb",2019-10-31T12:13:39.409Z,-111.9359,44.6502,44.67,-111.89
"3.1 magnitude #earthquake. 61 km from Dubois, #ID, United States https://t.co/iPRbjPj32x",2019-10-31T12:13:39.409Z,-111.9359,44.6502,44.667,-111.891
"2.8 magnitude #earthquake. 58 km from Dubois, #ID, United States https://t.co/Z9Iun6veMv",2019-10-31T12:13:39.409Z,-111.9359,44.6502,44.65,-111.936
"Montana, United States of America
ML 2.8 (51 min ago)
5km 44.65°N 111.94°W
Oct 31, 2019 12:13:39 UTC
#earthquake",2019-10-31T12:13:39.409Z,-111.9359,44.6502,44.65,-111.94
"Ml 2.8 earthquake (reviewed) occured at 2019-10-31T12:13:39 UTC, 52km E of Lima, Montana https://t.co/DOzi4ipl3k",2019-10-31T12:13:39.409Z,-111.9359,44.6502,44.6502,-111.9359
"USGS reports a M2.8 #earthquake 52km E of Lima, Montana on 10/31/19 @ 12:13:39 UTC https://t.co/34FlR6YfFK #quake",2019-10-31T12:13:39.409Z,-111.9359,44.6502,44.6502,-111.9359
"MD 2.9 (162 min ago)
10km 19.07°N 67.22°W
Oct 31, 2019 16:29:12 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.07,-67.22
"MD 2.8 (307 min ago)
52km 19.11°N 67.10°W
Oct 31, 2019 11:38:21 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.11,-67.1
"ML 2.0 (205 min ago)
10km 19.17°N 67.12°W
Oct 30, 2019 09:25:32 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.17,-67.12
"MD 3.0 (139 min ago)
7km 19.08°N 67.19°W
Oct 30, 2019 09:25:36 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.08,-67.19
"MD 2.5 (250 min ago)
26km 19.12°N 67.13°W
Oct 30, 2019 01:41:19 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.12,-67.13
"MD 3.7 (99 min ago)
23km 19.12°N 67.13°W
Oct 30, 2019 02:18:24 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.12,-67.13
