tweet_id,tweet_text,label
'592343436650356736',rt @pappufromdelhi: @suhelseth plz rt updated list of emergency contact after nepalearthquake http://tco/nvky6fxhbo,other_useful_information
'592103300662624257',why majority buildings in india weathered the impact of nepal earthquake - the economic times on mobile http://tco/ekjemvawjg,other_useful_information
'592907239352074240',india steps up relief work in nepal land routes operational as airport gets congested http://tco/fa3qd8l7fk,donation_needs_or_offers_or_volunteering_services
'593780878779645954',olivettachantal new beautiful pic of baby rescued from nepals earthquake rubble: the 4-mont http://tco/rx27ntndqp olivettachantal,missing_trapped_or_found_people
'592137589601267713',learn about mountain ecosystems earthquake nepal 1miin 42 sec http://tco/1lij7qg3qb,other_useful_information
'591944475611516928',quake destroys buildings in nepal capital - http://tco/mcvwhgfngf,infrastructure_and_utilities_damage
'592695034924924929',rt @sirjadeja: over 40 aftershocks hit nepal over two days players to god no more earthquakeagain please,sympathy_and_emotional_support
'592235159044296704',heartbreaking :( rt @rconflictnews: breaking: reports of another avalanch at mt everest after a fresh 67 earthquake in nepal,other_useful_information
'592648960969433088',rt @thekiranbedi: very determinedconcernedgeneroushumane leadership effectively deploying resources in nepal thank u @pmoindia for lead,not_related_or_irrelevant
'593162119601790977',rt @bhimupadhyaya: japan has pledged to donate $800m to nepals reconstruction relief http://tco/xx8mntlx8c,donation_needs_or_offers_or_volunteering_services
'591921491442278400',"@annyawesome video by mountaineer arjun vajpai shows ""landslide"" in mount everest after 79 nepal earthquake https://tco/js8h2k8iat rt",other_useful_information
'592390506690150403',my heart goes out to all the people effected by the earthquake in nepalit was literally awfule4,sympathy_and_emotional_support
'592338885927182337',rt @sajjad_irfan: oh allah you are most forgiving &amp; you love to forgive so forgive usf nepalearthquake prayfornepal http://tco/jqq7kcaz,sympathy_and_emotional_support
'592330302694903808',new jersey woman among nepal earthquake victims - nbc new york http://tco/nynejkptls newyork,injured_or_dead_people
'592750556873121794',rt @andreas_juul: @garylineker support our nepalearthquake appeal here: http://tco/zhe1nvibn6 and help us build back better and safer sc,donation_needs_or_offers_or_volunteering_services
'591977415473242113',79 earthquake in india and nepal http://tco/gyl1olm6xp via @rashidfaridi,other_useful_information
'593111666042212352',want to know how the us is providing live-saving assistance in the aftermath of the nepalearthquake read this: http://tco/iqokpjyahv,donation_needs_or_offers_or_volunteering_services
'592913734185652224',rt @siobhanheanue: australians who have commercial flights booked out of nepal tomorrow or today should get on their planes not wait for t,displaced_people_and_evacuations
'592312180256710657',rt @krithika0808: @priyankachopra do share this for blood requirements in kathmandu contact mr adhikari 00977-9862005225 http://tco/9plc,donation_needs_or_offers_or_volunteering_services
'592164451404525569',experts gathered in nepal a week ago and then the disaster happensi bet they made sure their family members knew,other_useful_information
'593164229789806593',rt @beatricemartini: nepalearthquake emergency: why digital humanitarian response matters &amp; how you can help feat @humdata http://tco/,donation_needs_or_offers_or_volunteering_services
'592243142847397888',@asimbajwaispr sir if you need manpower for earthquake victims in nepal then i am available as a valunteer i wanna help them,donation_needs_or_offers_or_volunteering_services
'592159086088687616',rt @oikoumene: please join us in prayers for nepal for the bereaved families of those who are killed and injured http://tco/csjqnsnkfo,sympathy_and_emotional_support
'592341527478685697',@78southy heard my friends deepak and irshad are in red cross camp in nepal can you please help to locate them,missing_trapped_or_found_people
'592203493647212545',lets be strong to rebuild our identity ourselves again prayfornepal nepalearthquake http://tco/trn0k1uryn,sympathy_and_emotional_support
'592591553287168000',please consider giving some assistance to nepal &amp; all affected nepal nepalearthquake interdependence compassion http://tco/lpycsrlpjl,donation_needs_or_offers_or_volunteering_services
'592685210304696321',rt @mihirbijur: dear @lenskart_com you shameless insensitive bastards im never buying from you nepalearthquake http://tco/kzfpbrzg,not_related_or_irrelevant
'591927517520375809',rt @toiindianews: more than 20 dead dozens injured in india after nepal quake http://tco/ux8zckgghb,injured_or_dead_people
'592226159095492611',damn this earthquake in nepal is heartbreaking,sympathy_and_emotional_support
'591990088071979010',axj nepal : 79 massive earthquake,other_useful_information
'592344443950338048',rt @cnnbrk: at least 13 dead after avalanches at mount everest authorities say nepalquake http://tco/caaloyg9f2 http://tco/kfzniellgx,injured_or_dead_people
'593466034495082496',rt @anupkaphle: nepal police is arresting small store owners in kathmandu whore inflating prices of daily goods http://tco/kles6swomm,other_useful_information
'592797100133453825',nepal earthquake: spicejet cuts airfare to re 1 set to operate 2 more flights to kathmandu https://tco/ksirzfyw4z via @sharethis,donation_needs_or_offers_or_volunteering_services
'592959812935294976',rt @yahoonz: text nepal to 2923 to make a $3 donation to unicefs aid effort in nepal every little bit helps http://tco/gwukgoza6p,donation_needs_or_offers_or_volunteering_services
'592271548926537728',please help and donate for nepalquake nepalearthquake tips on what organisation to donate to: https://tco/yzgrjpvlfr,donation_needs_or_offers_or_volunteering_services
'592695939619520513',rt @britishredcross: aftershocks from nepalquake means that people are still sleeping outdoors rain is predicted for the next three days ,infrastructure_and_utilities_damage
'593114266682728450',just saw what happened in nepal my love and prayers go out to the people who didnt survive and their families prayingfornepal ff,sympathy_and_emotional_support
'592867848080465924',lets remember to keep nepal in our prayers as well http://tco/ixth9vavuu,sympathy_and_emotional_support
'597789995307413505',rt @raunakms: tremors are decreasing  nepalquake http://tco/ydvaejcayl,other_useful_information
'592188182889943042',my prayers are with nepal and its people,sympathy_and_emotional_support
'592700759445250048',aerial footage from nepal reveals earthquake devastation http://tco/vpx87xpcao,infrastructure_and_utilities_damage
'593832138379661313',rt @railminindia: 722 zero value tickets provided to the needy by ner nepalearthquake  zero value tickets for those who need it at t3- mr,donation_needs_or_offers_or_volunteering_services
'592336656658640896',rt @cnnbrk: avalanches reported in mount everest region after powerful earthquake in nepal http://tco/e8fh03tnsi,other_useful_information
'593075843871670272',rt @fellowshipnwa: if you would like to make a donation toward disaster relief in nepal you can do so through fellowship http://tco/v4lu,donation_needs_or_offers_or_volunteering_services
'600405858749526016',rt @mayankjain100: islamic invaders used to throw slaughtered cows in water sources of rajputs--who used to die thirsty during war pak doe,not_related_or_irrelevant
'591986639817216000',rt @ranoutofcharact: blessings up to those in nepal right now this is a straight up disaster,sympathy_and_emotional_support
'592333153437487105',rt @priyankachopra: prayers for all struck by the nepal earthquakenatures fury is incomparableshare emergency contacts silentprayer http,sympathy_and_emotional_support
'592213228521938944',nepalearthquake my friend @roseannaavento is in nepal :-( i can only pray she is safe &amp; well also anxious to hear news from @jackkinross,sympathy_and_emotional_support
'592141642615922688',rt @angiperera: may the lord bless everybdy in nepal to go through this rough period hope every nation comes wit aid god bless every s,sympathy_and_emotional_support
'592909512350240769',rt @itvnews: raf c-17 aircraft loaded with vital aid supplies to help nepalearthquake victims http://tco/fy2mnyfjnl http://tco/sbl0jmoejt,donation_needs_or_offers_or_volunteering_services
'592903934806720512',rt @natgeomag: nepals 8 key historic sites: whats rubble whats still standing in wake of devastating earthquake http://tco/8emnixkkdy,infrastructure_and_utilities_damage
'593298855174795264',@melanie_pinet @foreignoffice hi melanie- i have tweeted it from @ruthrobinsonlon to a friend who used to work in nepal  will e mail you,not_related_or_irrelevant
'592687111804952578',rt @_kamal82: we are sending specialist teams to nepal please help us maximise the benefit we can offer http://tco/rapaiujtwf http://t,donation_needs_or_offers_or_volunteering_services
'593066729590358016',@vipulg007 @vipulg007 @crayonbytes good job bihar @nitishkumarjdu https://tco/kfhxl8gl5e,not_related_or_irrelevant
'592339203234619392',rt @prabalgurung: pls help my fundraiser: nepal earthquake fund donate &amp; spread the word every dollar counts-pg http://tco/y2rjrycbgu ,donation_needs_or_offers_or_volunteering_services
'591977397194395648',rt @paohuitron: prayfornepal please rezapornepal por favor @reformanacional @aristeguicnn @el_universal_mx http://tco/wgplwrtwb6,sympathy_and_emotional_support
'592630549887356928',rt @amitshah_g: indian base force ws amazing iaf amazingvery helpfulmodi rocks:indian evacuated from nepal nepalearthquake http://tco/,displaced_people_and_evacuations
'591961175299993600',rt @idangs_: pray for the people of nepal too many lost lives na,sympathy_and_emotional_support
'592644197288644608',in pictures: nepal earthquake aftermath http://tco/wjd1jtbcp8 via @bbchindi,other_useful_information
'593425928887369729',rt @wsmv: the death toll from the nepal earthquake is now more than 5000: http://tco/bfdobubl6h,injured_or_dead_people
'592692823016787969',rt @rajeshpadmar: rss appeals for nepal earthquake relief fund ; rss rescue works continues in nepal on day 3 http://tco/ckuihbqiog http:/,donation_needs_or_offers_or_volunteering_services
'591924112500523009',rt @the_hindu: ndrf teams have been sent to affected areas: @bjprajnathsingh  nepalearthquake,donation_needs_or_offers_or_volunteering_services
'592344116857597952',rt @sardogsnepal: nepalquakerelief follow updates at our website &amp; donate for our medical disaster response camp in gorkha http://tco/,donation_needs_or_offers_or_volunteering_services
'592315941905567745',rt @heardinlondon: heres @circuskathmandu in durbar sq which is now a pile of rubble you can donate here http://tco/fuqbeux4gn http://t,donation_needs_or_offers_or_volunteering_services
'593696945740218368',hey abbott dr karl propaganda ads $11 million foreign aid to nepal after earthquake $5 million fuck off auspol intergenerationalreport,donation_needs_or_offers_or_volunteering_services
'593608686037180417',rt @todayonline: icymi: two ntu students share experiences of sleeping on streets in aftermath of nepalquake http://tco/zndrovjcfu http:/,sympathy_and_emotional_support
'592335488733749249',we youth of biratnagar are standby for any need quakenepal @youthforblood http://tco/kjuf7obgcr,sympathy_and_emotional_support
'593165958052761600',rt @usaid: were providing an additional $9 million in assistance for the nepalquake emergency response: http://tco/zxf93lr2ft http://tc,donation_needs_or_offers_or_volunteering_services
'600332693126008832',rt @mvadera: some pictures leave us speechlessgods work miracle this little angel saved nepalquakerelief http://tco/zbhwzct0b9,sympathy_and_emotional_support
'592176468601409536',rt @indianexpress: expressfrontpage earthquake explained: how bad is the damage how prepared was nepal http://tco/htpvijpvcr http://t,infrastructure_and_utilities_damage
'592344029775302656',rt @noconversion: xtians pastor arriving in nepal r happy to see destruction asking not to rebuilt temples @sushmaswaraj @meaindia https,infrastructure_and_utilities_damage
'592891921401544706',hope we can all find a way to do something for the victimes in nepal who are in a dire situation you can text http://tco/kdznarc1qo,donation_needs_or_offers_or_volunteering_services
'593824070220689408',"rt @kathmandupost: ""i survived by drinking muddy water"" says man rescued after 98 hours nepalquake http://tco/qrxvokcbam http://tco/f",missing_trapped_or_found_people
'593785051071942656',@indigo6e still cant get thru to the customer care numbers :( nepalquakerelief,other_useful_information
'591944570604101632',"@shreejanas in kathmandu: ""after i came out of the house many houses had already collapsed and people were crying"" nepalearthquake",infrastructure_and_utilities_damage
'592781058833326080',rt @retroowl8: 100000 monks in prayer after the nepal earthquake http://tco/alqku1tar4,sympathy_and_emotional_support
'591984989450829826',over 750 dead in worst nepal earthquake in 80 years; 34 die in india nepalearthquake earthquake,injured_or_dead_people
'593373004563746817',someone give this man a reward https://tco/5koighvqdo,not_related_or_irrelevant
'592344880988299264',rt @authackeray: all shiv sena mps will give their 1 months salary to @pmoindia s relief fund for nepalquakerelief  standwithnepal,donation_needs_or_offers_or_volunteering_services
'591915487350493184',rt @rileyhalden: sending all the love to those affected by the 79 earthquake that hit nepal http://tco/gcpc5n1rub earthquake nepalquake,sympathy_and_emotional_support
'592335443141660672',salute to indian army and pm narendra modi for sending relief in nepal,donation_needs_or_offers_or_volunteering_services
'591983027925950464',death toll from this mornings 78 earthquake in nepal now at 876 http://tco/v9edimubaj,injured_or_dead_people
'600456575065587712',rt @zacefron: nepal needs our help please text redcross to 90999 to give $10 for relief or visit http://tco/e1kqcshpb6 to donate http://,donation_needs_or_offers_or_volunteering_services
'593829038315143168',rt @unicef: a girl with safe drinking water at unicef-supported informal camp in kathmandu nepalearthquake @unicef_nepal http://tco/glb,other_useful_information
'591916893205762048',rt @tiscatime: shocking news of the earthquake from nepal praying for the safety of all affected,sympathy_and_emotional_support
'592897154378813441',rt @msf_canada: were sending a charter plane w an inflatable hospital from bordeaux tomorrow nepalearthquake http://tco/h8myaz7buh http:,donation_needs_or_offers_or_volunteering_services
'592299377449902080',new: death toll from nepal quake passes 2100 as aftershocks terrorize capital http://tco/jl6pfrtrmv,injured_or_dead_people
'593155015897812992',world helicopters evacuate nepal earthquake victims mudslide increases suffering: gorkha nepahelicopters http://tco/pyypyyeftr,displaced_people_and_evacuations
'592835687935844352',"rt @phinneyhub: if we had had money we would have built a strong house but we had none there is no place to go"" nepal http://tco/2az5",infrastructure_and_utilities_damage
'592869795831402496',report describing levels of nepalquake destruction in tibet from a chinese online paper http://tco/ojk29ya9mf,other_useful_information
'592828952269463552',economic impact of nepal quake likely to be massive: one estimate puts the reconstruction at more than $5 bill http://tco/t3leo63joa,infrastructure_and_utilities_damage
'593830830260113410',rt @cnni: this could be the defining image of nepalquake; heres the story of the babys miracle rescue http://tco/6i7xlubi5r http://tco,missing_trapped_or_found_people
'593774892597796864',thanks for tuning in well be right back with updates on the nepalearthquake,other_useful_information
'592337263394222080',rt @ou_natasha: thoughts &amp; prayers with nepal &amp; the nepali people nepalearthquake staystrong prayfornepal http://tco/esvt02skza,sympathy_and_emotional_support
'592673231385055233',"""the nepal government will take serious legal action against the black market people and people spreading rumors"" napalearthquake",other_useful_information
'593017309310025728',rt @kennethxrivera: pray for nepal &amp; save mary jane veloso lord please guide them with youre strengh and spirit please be with them in ,sympathy_and_emotional_support
'592336565554139136',rt @timesofindia: nepalearthquake eighteen bodies recovered from mount everest base camp follow latest here: http://tco/8js83i23bq http:,injured_or_dead_people
'592866125182070788',nepal relief efforts cbf partners with trusted local agencies and field personnel already working there http://tco/x2m6xr8spa,donation_needs_or_offers_or_volunteering_services
'591911478086664192',rt @refugeeblues: thnx @pmoindia b4 chinese vultures wld prey along evangelist proselytizers sending 4 ndrf companies real maternal bond ,not_related_or_irrelevant
'592674121022078976',was eager to plan a holiday trip to nepal earlier shocked to see the current state of the beautiful nationhopefully god will have mercy fb,sympathy_and_emotional_support
'592791832620310529',please pray and support the people of nepal https://tco/33wlg6m8ou nepalearthquake prayfornepal,sympathy_and_emotional_support
'591906070877974528',rt @vikas_ideas: our prayers are with people in nepal here are details of doctors in the area http://tco/4bidiynwkf earthquake,sympathy_and_emotional_support
'592697288771895296',india has become saviour for other countries earlier operationraahat n now operationmaitri salute n rip souls died in nepalearthquake,other_useful_information
'592658099313467394',rt @guapetonah: morning love to have you with us at purewander today as we talk travel and giving back 4pm est - dedicated to efforts in,not_related_or_irrelevant
'592089733410455553',rt @678resilient: earthquake jolts nepal india and bangladesh nepal appears to be affected adversely needs help from other countries,other_useful_information
'592949786992508929',rt @smitharyy:  http://tco/rhtwivsphw danfredinburg dan fredinburg google exec avid climber dan fredinburg killed in massive nepal quak,injured_or_dead_people
'593160207775174657',rt @geecologist: just arrived in kathmandu to help with @actionaid relief work flew in with many search and rescue teams nepalquake http,donation_needs_or_offers_or_volunteering_services
'592113014242877440',rt @nbcchicago: update: death toll rises as reports confirm nearly 1400 dead in nepal earthquake http://tco/fc1ftqgpyy,injured_or_dead_people
'593148846080798721',rt @bdutt: nepal and india connected in some many ways -culture faith history but most moving- the fearless service of the gorkhas in ou,other_useful_information
'593276690635227136',this one is nice indiawithnepal http://tco/javy5h03uw,not_related_or_irrelevant
'592358000112861186',c/o world news blog nepal quake kills traps climbers on mount everest http://tco/a55sum9caa,injured_or_dead_people
'593812727438651394',rt @esa: new sentinel1 image of nepalearthquake ground displacement blue = uplift yellow = subsidence https://tco/uyh3saztzj,other_useful_information
'593465915238416384',inspiring pictures reveal baby pulled alive from rubble of the nepal earthquake http://tco/5p5o0pkuls,missing_trapped_or_found_people
'593745459874631680',@richardgsimpson a good example of spatial industry helping shape a better future http://tco/9r3cogr6yp openstreetmap pivotal2015,not_related_or_irrelevant
'592638136833867778',@srbachchan embassy of india kathmandu control room numbers :- +977 - 012081148 012081141 9818968752 9818968780,other_useful_information
'593146051772616705',rt @davidstea: our hearts go out to everyone in nepal until may 4th all profits from nepal black tea will be donated to help fund recove,sympathy_and_emotional_support
'592107163562086400',rt @tejshreethapa: small mercies: nepalquake not on school day not on office day not at night-time its not a lot but ill take it,sympathy_and_emotional_support
'592862990598279168',we need to pray for this world where we live indont want any situation like nepalwho is agree with me,sympathy_and_emotional_support
'592344542306705408',rt @spokespersonmod: nepalearthquake iaf helicopters are flying almost non-stop since this morning,donation_needs_or_offers_or_volunteering_services
'592143651817574402',"prediction time - concern trolls will start telling african-americans ""stop complaining at least u arent n nepal"" bank",not_related_or_irrelevant
'592883809391083520',nepal quake death toll tops 4000 as villages plead for aid: as the death toll from nepals devastating earthq http://tco/aj2e51ptpk,injured_or_dead_people
'592380726642941952',text give nepal to 80088 to donate $10 to the nepal earthquake relief fund take a screenshot and tag https://tco/vtjw2tt4qm,donation_needs_or_offers_or_volunteering_services
'593693482092523520',rt @mrpksahoo: aap must be happy with nepalearthquake coz it diverted medias attention from aaprallymurder in no time aapkilledfarmer,other_useful_information
'593776885148086272',budget airline offers free flights to nepal for aid agencies http://tco/nlxff7zvs7 news http://tco/xnyy5wtx91,donation_needs_or_offers_or_volunteering_services
'592335911683104768',rt @unocha: nepalquake: worst earthquake in over 80 years leaves at least 1000 dead http://tco/pkzgpddvp0,injured_or_dead_people
'591937345898831872',chpsre chpsre rtlastquake: rt achyutluitel: causalties: kathmandu 71 bhaktapur 41 everest avalanche 2 sunsari 4 http://tco/kqf493omyy,not_related_or_irrelevant
'591960470283771904',nepalearthquake greatest earthquake in the region in oct 2005 that 70000 people in india and pakistan read report http://tco/zcatubbaum,other_useful_information
'593766520934637569',rt @drshn_: aid groups knew a nepalearthquake would be a disasterbut couldnt raise enough money to help http://tco/d8revffo5v http://t,donation_needs_or_offers_or_volunteering_services
'592342776181858304',rt @jacksws: my heart going out to the people of nepal right now so sadee,sympathy_and_emotional_support
'593751877176598528',@tweety_aysshh seriously cant bare all those shit any longer all needed is to help nepal,donation_needs_or_offers_or_volunteering_services
'592616696885555201',@aditiarya_ @vartika_singh_ @aafvaz89 talk about nepal must read: http://tco/r3a6albpsy missindia2015 http://tco/zlyyuhq9iz,not_related_or_irrelevant
'593057434215718912',occypy capitalism how to help earthquake victims in nepal: as most know by now earlier this w http://tco/wwhdp73vxd stop poverty,donation_needs_or_offers_or_volunteering_services
'592752900960563202',spain seeks indias help in getting its nationals out of nepal - the times of india http://tco/5duy992epx via @timesofindia,displaced_people_and_evacuations
'592945195605467136',international aid &amp; rescue teams continue to arrive in kathmandu after the nepalearthquake http://tco/a6mxygbkkt,donation_needs_or_offers_or_volunteering_services
'592666409576038400',dogs from india france assisting in rescue operations in nepal http://tco/ujyyywqhbw https://tco/rviwzh5jon,missing_trapped_or_found_people
'592862623160471552',also rt @nytimes: villages near nepal earthquakes epicenter are desperate as death toll tops 4000 http://tco/nribwsheja,injured_or_dead_people
'592622234239246337',rt @skymetweather: nepalearthquake important: please rt @viberhelp has announced free calls to nepal kathmandu http://tco/nxfjweeahh,donation_needs_or_offers_or_volunteering_services
'593501207051669504',do you await the awaited one goharshahi nepal nepalearthquake helpnepal earthquake endtimessigns mounteverest,other_useful_information
'592342861439488001',rt @changeagentsa: prayfornepal ~more than 1800 people have died in deadly earthquake in nepal rescue efforts on everest underway htt,injured_or_dead_people
'592896910962401281',so baltimore riots and 4000+ people died in nepal today,injured_or_dead_people
'593073081742036992',rt @global_humanity: huge destruction of nepalearthquake prayfornepal letshelpnepal letsactindonesia via @doalcarcarmen http://tco/dm,infrastructure_and_utilities_damage
'593831108849991681',rt @cnnbrk: nepal to reopen routes up mount everest as early as next week at least 19 people died there from earthquake http://tco/nqms,injured_or_dead_people
'593044582000132096',rt @amitshahdelhi: delhi flies rescue teams medical supplies &amp; relief material to nepal; http://tco/6zdlzkog5g salute2indianforces,donation_needs_or_offers_or_volunteering_services
'592618328641810433',rt @sudhks: we know u wont let our hopes and heads down thankyoupm saviourpm indiawithnepal nepalearthquake http://tco/zgesu0wzct,sympathy_and_emotional_support
'592269665075888128',rt @ihaidermalik: prayers are with the people of nepal who got affected by earthquake pakstandswithnepal,sympathy_and_emotional_support
'592903422736736256',@suriya_offl rt mother &amp; sons r missing in nepal ph no:9815914687 mothers no :009779803658023 do spread it af http://tco/yis34fyp2g,missing_trapped_or_found_people
'592622034712145920',prayfornepal we are lighting candles tonight please take a little time off from your daily https://tco/hihtjzdlsk,sympathy_and_emotional_support
'593187840168624129',rt @akshaykumar: heard a rumour that i am donating gabbarisbacks 1st day collections to the nepalearthquake victims (cont) http://tco/,donation_needs_or_offers_or_volunteering_services
'592744122366205952',after seeing all the absolutely devastating photos &amp; videos coming out of nepal i just cant help but shake my http://tco/3rgk1p0cgp,other_useful_information
'591984325173837824',so devastating to hear what happened in nepal; my prayers go out to all who were affected from the earthquake &amp; may many rest in peace,sympathy_and_emotional_support
'592344367634984961',rt @piersmorgan: the gurkhas have fought for britain for 200 years its time we repaid the favour donate here: http://tco/nd8qxh43vk ,donation_needs_or_offers_or_volunteering_services
'592645260880281600',rt @toyubomm: singfornepal charity concert pray for nepal http://tco/nvivyc45bt pantip via @pantip1996,donation_needs_or_offers_or_volunteering_services
'592344960873144320',rt @linkinpark: 78 quake has devastated nepal join us in supporting @musicforrelief providing immediate medical care food &amp; water text,donation_needs_or_offers_or_volunteering_services
