,created,text,location,hashtags,location#,
11,10/28/19 13:27,"Ml 2.67 earthquake (automatic) occured at 2019-10-28T13:23:44 UTC, 4km ESE of Quinton, Oklahoma https://t.co/XpZY4ud1jV","{'type': 'Point', 'coordinates': [35.10832214, -95.32054901]}",[],0,1
12,10/28/19 13:27,USGS reports a M2.67 #earthquake Oklahoma on 10/28/19 @ 13:23:44 UTC https://t.co/38F2DLSQJ4 #quake,"{'type': 'Point', 'coordinates': [35.10832214, -95.32054901]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",0,1
13,10/25/19 18:25,"1.9 magnitude #earthquake. 1 km from Quinton, #OK, United States https://t.co/24mqoTfZuH","{'type': 'Point', 'coordinates': [35.13, -95.365]}","[Hashtag(Text='earthquake'), Hashtag(Text='OK')]",0,1
14,10/25/19 18:19,"USGS reports a M1.93 #earthquake 0km NNE of Quinton, Oklahoma on 10/25/19 @ 17:44:49 UTC https://t.co/zsDiLATGZf #quake","{'type': 'Point', 'coordinates': [35.13, -95.36533333]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",0,1
15,10/23/19 19:10,"2.0 magnitude #earthquake. 2 km from Quinton, OK, #UnitedStates https://t.co/3Vj3YouHuC","{'type': 'Point', 'coordinates': [35.135, -95.352]}","[Hashtag(Text='earthquake'), Hashtag(Text='UnitedStates')]",0,1
16,10/23/19 13:55,"Ml 2.48 earthquake (reviewed) occured at 2019-10-23T13:41:39 UTC, 1km N of Quinton, Oklahoma https://t.co/pSVOVxNhA4","{'type': 'Point', 'coordinates': [35.13666667, -95.37183333]}",[],0,1
17,10/23/19 13:48,"Ml 2.87 earthquake (automatic) occured at 2019-10-23T13:41:39 UTC, 3km ESE of Quinton, Oklahoma https://t.co/pSVOVxNhA4","{'type': 'Point', 'coordinates': [35.10990524, -95.34083557]}",[],0,1
18,10/23/19 13:46,"USGS reports a M2.81 #earthquake 3km ESE of Quinton, Oklahoma on 10/23/19 @ 13:41:39 UTC https://t.co/1Uv20pygGv #quake","{'type': 'Point', 'coordinates': [35.10990524, -95.34083557]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",0,1
19,10/23/19 13:45,"2.8 magnitude #earthquake. 3 km from #Quinton, OK, United States https://t.co/yHpRbXCJmM","{'type': 'Point', 'coordinates': [35.11, -95.341]}","[Hashtag(Text='earthquake'), Hashtag(Text='Quinton')]",0,1
20,10/23/19 13:44,"Ml 2.81 earthquake (automatic) occured at 2019-10-23T13:41:39 UTC, Oklahoma https://t.co/pSVOVxNhA4","{'type': 'Point', 'coordinates': [35.10990524, -95.34083557]}",[],0,1
0,10/28/19 17:05,"Md 3.4 earthquake (reviewed) occured at 2019-10-28T16:29:46 UTC, 68km N of Isabela, Puerto Rico https://t.co/5Bijvlayd1","{'type': 'Point', 'coordinates': [19.0873, -67.223]}",[],1,1
1,10/28/19 16:57,"USGS reports a M3.4 #earthquake 67km N of San Antonio, Puerto Rico on 10/28/19 @ 16:29:46 UTC https://t.co/eR6cE62xsH #quake","{'type': 'Point', 'coordinates': [19.0873, -67.223]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",1,1
2,10/28/19 16:57,"MD 3.4 (27 min ago)
7km 19.09°N 67.22°W
Oct 28, 2019 16:29:46 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.09, -67.22]}",[Hashtag(Text='earthquake')],1,1
3,10/28/19 16:56,"Md 3.4 earthquake (reviewed) occured at 2019-10-28T16:29:46 UTC, 67km N of San Antonio, Puerto Rico https://t.co/5Bijvlayd1","{'type': 'Point', 'coordinates': [19.0873, -67.223]}",[],1,1
4,10/28/19 6:53,"MD 2.8 (93 min ago)
12km 19.13°N 67.30°W
Oct 28, 2019 05:19:43 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.13, -67.3]}",[Hashtag(Text='earthquake')],1,1
5,10/28/19 6:05,"MD 2.8 (224 min ago)
79km 19.05°N 67.11°W
Oct 28, 2019 02:21:18 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.05, -67.11]}",[Hashtag(Text='earthquake')],1,1
6,10/27/19 21:11,"MD 2.6 (302 min ago)
10km 19.08°N 67.43°W
Oct 27, 2019 16:09:08 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.08, -67.43]}",[Hashtag(Text='earthquake')],1,1
7,10/27/19 20:25,"Md 3.17 earthquake (reviewed) occured at 2019-10-27T19:59:13 UTC, 65km NNW of San Antonio, Puerto Rico https://t.co/NJDiVGNCrZ","{'type': 'Point', 'coordinates': [19.0841, -67.2721]}",[],1,1
8,10/27/19 20:19,"MD 3.2 (20 min ago)
10km 19.08°N 67.27°W
Oct 27, 2019 19:59:13 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.08, -67.27]}",[Hashtag(Text='earthquake')],1,1
9,10/27/19 20:19,"USGS reports a M3.17 #earthquake 68km NNW of San Antonio, Puerto Rico on 10/27/19 @ 19:59:13 UTC https://t.co/SQez8SVZ0s #quake","{'type': 'Point', 'coordinates': [19.0841, -67.2721]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",1,1
10,10/27/19 20:18,"Md 3.17 earthquake (reviewed) occured at 2019-10-27T19:59:13 UTC, 68km NNW of San Antonio, Puerto Rico https://t.co/NJDiVGNCrZ","{'type': 'Point', 'coordinates': [19.0841, -67.2721]}",[],1,1
11,10/27/19 19:07,"MD 2.5 (288 min ago)
24km 19.10°N 67.20°W
Oct 27, 2019 14:19:10 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.1, -67.2]}",[Hashtag(Text='earthquake')],1,1
12,10/27/19 19:07,"MD 3.1 (315 min ago)
10km 19.04°N 67.28°W
Oct 27, 2019 13:51:41 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.04, -67.28]}",[Hashtag(Text='earthquake')],1,1
13,10/27/19 14:26,"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:48:41 UTC, 72km NNW of Isabela, Puerto Rico https://t.co/a1WsEAgkR1","{'type': 'Point', 'coordinates': [19.1418, -67.1595]}",[],1,1
14,10/27/19 14:24,"Mb 4.4 earthquake (reviewed) occured at 2019-10-27T13:29:47 UTC, 70km N of San Antonio, Puerto Rico https://t.co/ufStrYdaXE","{'type': 'Point', 'coordinates': [19.123, -67.2026]}",[],1,1
15,10/27/19 14:07,"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:48:42 UTC, 70km NNW of Isabela, Puerto Rico https://t.co/a1WsEAgkR1","{'type': 'Point', 'coordinates': [19.1269, -67.1668]}",[],1,1
16,10/27/19 13:55,"Ml 4.3 earthquake (REVIEWED) occured at 2019-10-27T13:48:44 UTC, 61km NNW of San Antonio, Puerto Rico https://t.co/Tw5LrYxqkp","{'type': 'Point', 'coordinates': [19.028, -67.24]}",[],1,1
17,10/27/19 13:55,"USGS reports a M4.3 #earthquake 61km NNW of San Antonio, Puerto Rico on 10/27/19 @ 13:48:44 UTC https://t.co/rDlvUyP8Ba #quake","{'type': 'Point', 'coordinates': [19.028, -67.24]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",1,1
18,10/27/19 13:54,"4.3 earthquake, 61km NNW of San Antonio, Puerto Rico. 2019-10-27 09:48:44 at epicenter (6m ago, depth 22km). https://t.co/MG7UejZYga","{'type': 'Point', 'coordinates': [19.028, -67.24]}",[],1,1
19,10/27/19 13:44,"USGS reports a M4.5 #earthquake 68km NNW of San Antonio, Puerto Rico on 10/27/19 @ 13:29:48 UTC https://t.co/Jtire27sAn #quake","{'type': 'Point', 'coordinates': [19.0976, -67.2312]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",1,1
20,10/27/19 13:43,"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:29:48 UTC, 64km NNW of Isabela, Puerto Rico https://t.co/ufStrYdaXE","{'type': 'Point', 'coordinates': [19.0976, -67.2312]}",[],1,1
21,10/27/19 13:36,"4.4 earthquake, 64km NNW of Isabela, Puerto Rico. 2019-10-27 09:29:50 at epicenter (6m ago, depth 33km). https://t.co/Db2PUrWiR1","{'type': 'Point', 'coordinates': [19.068, -67.182]}",[],1,1
22,10/27/19 13:35,"4.4 earthquake, 64km NNW of Isabela, Puerto Rico. 2019-10-27 09:29:50 at epicenter (6m ago, depth 33km). https://t.co/0UdY7jIJkt","{'type': 'Point', 'coordinates': [19.068, -67.182]}",[],1,1
23,10/27/19 13:34,"Ml 4.4 earthquake (REVIEWED) occured at 2019-10-27T13:29:50 UTC, 64km NNW of Isabela, Puerto Rico https://t.co/S705X5RO5X","{'type': 'Point', 'coordinates': [19.068, -67.182]}",[],1,1
24,10/26/19 23:27,"MD 2.6 (150 min ago)
10km 19.10°N 67.24°W
Oct 26, 2019 20:57:23 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.1, -67.24]}",[Hashtag(Text='earthquake')],1,1
25,10/25/19 15:39,"MD 2.9 (75 min ago)
28km 19.06°N 67.15°W
Oct 25, 2019 14:24:16 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.06, -67.15]}",[Hashtag(Text='earthquake')],1,1
26,10/24/19 12:01,"MD 2.6 (230 min ago)
13km 19.08°N 67.25°W
Oct 24, 2019 08:11:09 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.08, -67.25]}",[Hashtag(Text='earthquake')],1,1
27,10/24/19 9:07,"MD 2.7 (303 min ago)
39km 19.13°N 67.28°W
Oct 24, 2019 04:04:18 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.13, -67.28]}",[Hashtag(Text='earthquake')],1,1
28,10/24/19 9:07,"MD 2.5 (348 min ago)
8km 19.05°N 67.20°W
Oct 24, 2019 03:18:40 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.05, -67.2]}",[Hashtag(Text='earthquake')],1,1
29,10/24/19 6:21,"MD 3.0 (35 min ago)
7km 19.14°N 67.17°W
Oct 24, 2019 05:45:42 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.14, -67.17]}",[Hashtag(Text='earthquake')],1,1
30,10/24/19 6:20,"Md 2.97 earthquake (reviewed) occured at 2019-10-24T05:45:42 UTC, 72km NNW of Isabela, Puerto Rico https://t.co/XVr5m46z58","{'type': 'Point', 'coordinates': [19.1416, -67.1671]}",[],1,1
31,10/22/19 11:47,"MD 2.8 (271 min ago)
13km 19.10°N 67.22°W
Oct 22, 2019 07:15:58 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.1, -67.22]}",[Hashtag(Text='earthquake')],1,1
32,10/22/19 3:25,"MD 3.0 (127 min ago)
22km 19.09°N 67.23°W
Oct 22, 2019 01:18:31 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.09, -67.23]}",[Hashtag(Text='earthquake')],1,1
33,10/21/19 23:46,"USGS reports a M2.89 #earthquake 76km NNW of San Antonio, Puerto Rico on 10/21/19 @ 23:27:51 UTC https://t.co/7bhQAaVRpV #quake","{'type': 'Point', 'coordinates': [19.1426, -67.3536]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",1,1
34,10/21/19 23:45,"MD 2.9 (17 min ago)
10km 19.14°N 67.35°W
Oct 21, 2019 23:27:51 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.14, -67.35]}",[Hashtag(Text='earthquake')],1,1
35,10/21/19 23:44,"Md 2.89 earthquake (reviewed) occured at 2019-10-21T23:27:51 UTC, 76km NNW of San Antonio, Puerto Rico https://t.co/yHgvv96KCT","{'type': 'Point', 'coordinates': [19.1426, -67.3536]}",[],1,1
36,10/21/19 9:51,"MD 2.8 (210 min ago)
15km 19.13°N 67.28°W
Oct 21, 2019 06:21:18 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.13, -67.28]}",[Hashtag(Text='earthquake')],1,1
37,10/20/19 15:41,"MD 2.5 (281 min ago)
43km 19.13°N 67.13°W
Oct 20, 2019 10:59:54 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.13, -67.13]}",[Hashtag(Text='earthquake')],1,1
38,10/20/19 9:49,"MD 2.9 (319 min ago)
8km 19.05°N 67.17°W
Oct 20, 2019 04:30:15 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.05, -67.17]}",[Hashtag(Text='earthquake')],1,1
0,10/28/19 16:25,"2.5 magnitude #earthquake. 5 km from Fern Acres, #HI, United States https://t.co/9PEG7ljtxS","{'type': 'Point', 'coordinates': [19.486, -155.124]}","[Hashtag(Text='earthquake'), Hashtag(Text='HI')]",2,1
1,10/28/19 16:23,"Ml 2.52 earthquake (automatic) occured at 2019-10-28T16:16:55 UTC, 5km WSW of Fern Acres, Hawaii https://t.co/TT07tu1NlU","{'type': 'Point', 'coordinates': [19.4858341, -155.1241608]}",[],2,1
2,10/28/19 16:22,"USGS reports a M2.63 #earthquake 5km WSW of Fern Acres, Hawaii on 10/28/19 @ 16:16:55 UTC https://t.co/ukyQ9flt89 #quake","{'type': 'Point', 'coordinates': [19.4858341, -155.1241608]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",2,1
3,10/28/19 16:21,"USGS reports: M2,6 Earthquake 5km WSW of Fern Acres, Hawaii,
Depth 11,5 Km @ 2019-10-28 05:16:55 HST.
More info:… https://t.co/7tewjLvkEl","{'type': 'Point', 'coordinates': [19.4858341, -155.1241608]}",[],2,1
4,10/28/19 16:21,"Hawaii, United States of America
MD 2.6 (4 min ago)
12km 19.49°N 155.12°W
Oct 28, 2019 16:16:55 UTC
#earthquake","{'type': 'Point', 'coordinates': [19.49, -155.12]}",[Hashtag(Text='earthquake')],2,0
5,10/28/19 16:20,"Md 2.63 earthquake (automatic) occured at 2019-10-28T16:16:55 UTC, 5km WSW of Fern Acres, Hawaii https://t.co/TT07tu1NlU","{'type': 'Point', 'coordinates': [19.4858341, -155.1241608]}",[],2,1
0,10/28/19 16:05,"3.6 magnitude #earthquake. 77 km from Y, #AK, United States https://t.co/5it3jZ9TTv","{'type': 'Point', 'coordinates': [62.638, -148.767]}","[Hashtag(Text='earthquake'), Hashtag(Text='AK')]",3,1
1,10/28/19 16:05,"Alaska, United States of America
ML 3.5 (21 min ago)
35km 62.65°N 148.74°W
Oct 28, 2019 15:43:55 UTC
#earthquake https://t.co/hTnuytVu9o","{'type': 'Point', 'coordinates': [62.65, -148.74]}",[Hashtag(Text='earthquake')],3,0
2,10/28/19 16:05,"USGS reports a M3.6 #earthquake 78km NE of Y, Alaska on 10/28/19 @ 15:43:55 UTC https://t.co/RiZVV5gsJx #quake","{'type': 'Point', 'coordinates': [62.6379, -148.7671]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",3,1
3,10/28/19 16:04,"Ml 3.6 earthquake (automatic) occured at 2019-10-28T15:43:55 UTC, 78km NE of Y, Alaska https://t.co/z9qWA9dedd","{'type': 'Point', 'coordinates': [62.6379, -148.7671]}",[],3,1
0,10/28/19 15:30,"ML 2.9 (22 min ago)
5km 57.95°N 137.63°W
Oct 28, 2019 15:07:38 UTC
#earthquake","{'type': 'Point', 'coordinates': [57.95, -137.63]}",[Hashtag(Text='earthquake')],4,1
1,10/28/19 15:28,"Ml 2.9 earthquake (reviewed) occured at 2019-10-28T15:07:38 UTC, 122km WSW of Gustavus, Alaska https://t.co/gYH4B14EzJ","{'type': 'Point', 'coordinates': [57.9547, -137.6256]}",[],4,1
2,10/28/19 15:27,USGS reports a M2.9 #earthquake off the coast of Southeastern Alaska on 10/28/19 @ 15:07:38 UTC https://t.co/F0rIcWqGZb #quake,"{'type': 'Point', 'coordinates': [57.9547, -137.6256]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",4,1
0,10/28/19 15:32,"Ml 2.71 earthquake (reviewed) occured at 2019-10-28T14:58:35 UTC, 21km SSW of Puebla, B.C., MX https://t.co/HTeOOp2xuO","{'type': 'Point', 'coordinates': [32.392, -115.4398333]}",[],5,1
1,10/28/19 15:03,"USGS reports a M3.04 #earthquake 22km W of Delta, B.C., MX on 10/28/19 @ 14:58:34 UTC https://t.co/bgfxDxIAmE #quake","{'type': 'Point', 'coordinates': [32.3549995, -115.4316635]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",5,1
2,10/28/19 15:01,"Ml 3.04 earthquake (automatic) occured at 2019-10-28T14:58:34 UTC, 22km W of Delta, B.C., MX https://t.co/HTeOOp2xuO","{'type': 'Point', 'coordinates': [32.3549995, -115.4316635]}",[],5,1
3,10/26/19 0:38,"USGS reports a M1.72 #earthquake 22km SSW of Puebla, B.C., MX on 10/26/19 @ 0:33:12 UTC https://t.co/KkeUXgJa9v #quake","{'type': 'Point', 'coordinates': [32.3981667, -115.4756699]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",5,1
0,10/28/19 14:46,"USGS reports a M4.4 #earthquake 7km NW of Harsin, Iran on 10/28/19 @ 14:13:03 UTC https://t.co/jyAHg96FMw #quake","{'type': 'Point', 'coordinates': [34.3251, 47.5293]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",6,1
1,10/28/19 14:45,"Mb 4.4 earthquake (reviewed) occured at 2019-10-28T14:13:03 UTC, 7km NW of Harsin, Iran https://t.co/nMUPcMag8V","{'type': 'Point', 'coordinates': [34.3251, 47.5293]}",[],6,1
2,10/28/19 14:45,"【M4.4】WESTERN IRAN 10.0km 2019/10/28 23:13:03JST, 2019/10/28 14:13:03UTC
(G)https://t.co/eQsEBSSAGE (USGS)https://t.co/Bq4D9ZRq90","{'type': 'Point', 'coordinates': [34.3251, 47.5293]}",[],6,0
0,10/28/19 17:11,"Ml 2.54 earthquake (reviewed) occured at 2019-10-28T16:48:02 UTC, 2km ESE of Quinton, Oklahoma https://t.co/GXO4AoQaC5","{'type': 'Point', 'coordinates': [35.13, -95.3475]}",[],7,1
1,10/28/19 17:02,"Ml 2.54 earthquake (reviewed) occured at 2019-10-28T16:48:02 UTC, 2km SE of Quinton, Oklahoma https://t.co/GXO4AoQaC5","{'type': 'Point', 'coordinates': [35.13, -95.3475]}",[],7,1
2,10/28/19 16:59,"Ml 2.83 earthquake (automatic) occured at 2019-10-28T16:48:03 UTC, 2km SE of Quinton, Oklahoma https://t.co/GXO4AoQaC5","{'type': 'Point', 'coordinates': [35.12008667, -95.31899261]}",[],7,1
3,10/28/19 16:55,"2.8 magnitude #earthquake. 5 km from Quinton, OK, #UnitedStates https://t.co/bM7b9MHgHK","{'type': 'Point', 'coordinates': [35.12, -95.319]}","[Hashtag(Text='earthquake'), Hashtag(Text='UnitedStates')]",7,1
4,10/28/19 16:55,"Ml 2.83 earthquake (automatic) occured at 2019-10-28T16:48:03 UTC, 4km E of Quinton, Oklahoma https://t.co/GXO4AoQaC5","{'type': 'Point', 'coordinates': [35.12008667, -95.31899261]}",[],7,1
5,10/28/19 16:51,"USGS reports a M2.61 #earthquake 5km E of Quinton, Oklahoma on 10/28/19 @ 16:48:02 UTC https://t.co/f5IWMPvwwh #quake","{'type': 'Point', 'coordinates': [35.11969757, -95.30847168]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",7,1
6,10/28/19 16:50,"Ml 2.61 earthquake (automatic) occured at 2019-10-28T16:48:02 UTC, 5km E of Quinton, Oklahoma https://t.co/GXO4AoQaC5","{'type': 'Point', 'coordinates': [35.11969757, -95.30847168]}",[],7,1
7,10/28/19 13:44,"Ml 2.74 earthquake (reviewed) occured at 2019-10-28T13:23:44 UTC, 3km NW of Quinton, Oklahoma https://t.co/XpZY4ud1jV","{'type': 'Point', 'coordinates': [35.13216667, -95.35933333]}",[],7,1
8,10/28/19 13:41,"Ml 2.86 earthquake (automatic) occured at 2019-10-28T13:23:44 UTC, 3km NW of Quinton, Oklahoma https://t.co/XpZY4ud1jV","{'type': 'Point', 'coordinates': [35.1074028, -95.33081818]}",[],7,1
9,10/28/19 13:31,"Ml 2.86 earthquake (automatic) occured at 2019-10-28T13:23:44 UTC, 4km ESE of Quinton, Oklahoma https://t.co/XpZY4ud1jV","{'type': 'Point', 'coordinates': [35.1074028, -95.33081818]}",[],7,1
10,10/28/19 13:30,"2.7 magnitude #earthquake. 5 km from #Quinton, OK, #UnitedStates https://t.co/xpBxsbAMn5","{'type': 'Point', 'coordinates': [35.108, -95.321]}","[Hashtag(Text='earthquake'), Hashtag(Text='Quinton'), Hashtag(Text='UnitedStates')]",7,1
11,10/28/19 13:27,"Ml 2.67 earthquake (automatic) occured at 2019-10-28T13:23:44 UTC, 4km ESE of Quinton, Oklahoma https://t.co/XpZY4ud1jV","{'type': 'Point', 'coordinates': [35.10832214, -95.32054901]}",[],7,1
12,10/28/19 13:27,USGS reports a M2.67 #earthquake Oklahoma on 10/28/19 @ 13:23:44 UTC https://t.co/38F2DLSQJ4 #quake,"{'type': 'Point', 'coordinates': [35.10832214, -95.32054901]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",7,1
13,10/25/19 18:25,"1.9 magnitude #earthquake. 1 km from Quinton, #OK, United States https://t.co/24mqoTfZuH","{'type': 'Point', 'coordinates': [35.13, -95.365]}","[Hashtag(Text='earthquake'), Hashtag(Text='OK')]",7,1
14,10/25/19 18:19,"USGS reports a M1.93 #earthquake 0km NNE of Quinton, Oklahoma on 10/25/19 @ 17:44:49 UTC https://t.co/zsDiLATGZf #quake","{'type': 'Point', 'coordinates': [35.13, -95.36533333]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",7,1
15,10/23/19 19:10,"2.0 magnitude #earthquake. 2 km from Quinton, OK, #UnitedStates https://t.co/3Vj3YouHuC","{'type': 'Point', 'coordinates': [35.135, -95.352]}","[Hashtag(Text='earthquake'), Hashtag(Text='UnitedStates')]",7,1
16,10/23/19 13:55,"Ml 2.48 earthquake (reviewed) occured at 2019-10-23T13:41:39 UTC, 1km N of Quinton, Oklahoma https://t.co/pSVOVxNhA4","{'type': 'Point', 'coordinates': [35.13666667, -95.37183333]}",[],7,1
17,10/23/19 13:48,"Ml 2.87 earthquake (automatic) occured at 2019-10-23T13:41:39 UTC, 3km ESE of Quinton, Oklahoma https://t.co/pSVOVxNhA4","{'type': 'Point', 'coordinates': [35.10990524, -95.34083557]}",[],7,1
18,10/23/19 13:46,"USGS reports a M2.81 #earthquake 3km ESE of Quinton, Oklahoma on 10/23/19 @ 13:41:39 UTC https://t.co/1Uv20pygGv #quake","{'type': 'Point', 'coordinates': [35.10990524, -95.34083557]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",7,1
19,10/23/19 13:45,"2.8 magnitude #earthquake. 3 km from #Quinton, OK, United States https://t.co/yHpRbXCJmM","{'type': 'Point', 'coordinates': [35.11, -95.341]}","[Hashtag(Text='earthquake'), Hashtag(Text='Quinton')]",7,1
20,10/23/19 13:44,"Ml 2.81 earthquake (automatic) occured at 2019-10-23T13:41:39 UTC, Oklahoma https://t.co/pSVOVxNhA4","{'type': 'Point', 'coordinates': [35.10990524, -95.34083557]}",[],7,1
0,10/28/19 13:16,"Alaska, United States of America
ML 2.7 (11 min ago)
39km 61.69°N 150.87°W
Oct 28, 2019 13:04:53 UTC
#earthquake","{'type': 'Point', 'coordinates': [61.69, -150.87]}",[Hashtag(Text='earthquake')],8,0
1,10/28/19 13:15,"Ml 2.6 earthquake (automatic) occured at 2019-10-28T13:04:53 UTC, 44km W of Willow, Alaska https://t.co/znEoq7CY8c","{'type': 'Point', 'coordinates': [61.6922, -150.8658]}",[],8,1
2,10/28/19 13:15,"Alaska, United States of America
ML 2.7 (10 min ago)
39km 61.69°N 150.87°W
Oct 28, 2019 13:04:53 UTC
#earthquake","{'type': 'Point', 'coordinates': [61.69, -150.87]}",[Hashtag(Text='earthquake')],8,0
3,10/28/19 13:10,"2.7 magnitude #earthquake. 44 km from Willow, #AK, United States https://t.co/SHySXwUYTW","{'type': 'Point', 'coordinates': [61.691, -150.866]}","[Hashtag(Text='earthquake'), Hashtag(Text='AK')]",8,1
4,10/28/19 13:10,"USGS reports a M2.7 #earthquake 44km W of Willow, Alaska on 10/28/19 @ 13:04:53 UTC https://t.co/w6yjnBa9W9 #quake","{'type': 'Point', 'coordinates': [61.691, -150.8663]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",8,1
5,10/28/19 13:09,"Ml 2.7 earthquake (automatic) occured at 2019-10-28T13:04:53 UTC, 44km W of Willow, Alaska https://t.co/znEoq7CY8c","{'type': 'Point', 'coordinates': [61.691, -150.8663]}",[],8,1
6,10/28/19 7:55,"1.5 magnitude #earthquake. 42 km from Willow, #AK, United States https://t.co/0yuwkupI1z","{'type': 'Point', 'coordinates': [61.692, -150.821]}","[Hashtag(Text='earthquake'), Hashtag(Text='AK')]",8,1
